rx	reversible	ECfreeE	ECfreeEsd	ECdir	SMfreeE	SMfreeEsd	SMdir
r_0985	0	-5.958399502	1.481854052	1	NA	NA	NA
r_0986	0	-5.958399502	1.481854052	1	NA	NA	NA
r_0987	0	NA	NA	NA	NA	NA	NA
r_0988	0	NA	NA	NA	NA	NA	NA
r_0989	0	NA	NA	NA	0	0	0
r_0990	0	NA	NA	NA	0	0	0
r_0991	0	NA	NA	NA	NA	NA	NA
r_0992	0	NA	NA	NA	NA	NA	NA
r_0993	0	NA	NA	NA	NA	NA	NA
r_0994	0	NA	NA	NA	NA	NA	NA
r_0995	0	NA	NA	NA	NA	NA	NA
r_0996	0	NA	NA	NA	NA	NA	NA
r_0997	0	NA	NA	NA	NA	NA	NA
r_0998	0	NA	NA	NA	NA	NA	NA
r_0999	0	NA	NA	NA	NA	NA	NA
r_1000	0	NA	NA	NA	NA	NA	NA
r_1001	0	NA	NA	NA	-24.70044989	2.575213381	1
r_1002	0	NA	NA	NA	NA	NA	NA
r_1003	0	-4.634188675	2.081728289	0	-4.634188675	2.081728289	0
r_1004	1	-47.16518579	3.116823126	1	-47.16518579	3.116823126	1
r_1005	0	NA	NA	NA	NA	NA	NA
r_1006	0	25.31962313	3.010333219	1	NA	NA	NA
r_1007	0	NA	NA	NA	NA	NA	NA
r_1008	-1	NA	NA	NA	102.888227	4.472135955	-1
r_1009	0	NA	NA	NA	-29.4361481	1.459542669	1
r_1010	0	NA	NA	NA	0	1e+06	1
r_1011	0	NA	NA	NA	NA	NA	NA
r_1012	0	-15.33433769	4.171329953	1	NA	NA	NA
r_1013	0	NA	NA	NA	NA	NA	NA
r_1014	0	NA	NA	NA	NA	NA	NA
r_1015	0	NA	NA	NA	NA	NA	NA
r_1016	0	NA	NA	NA	NA	NA	NA
r_1017	0	NA	NA	NA	NA	NA	NA
r_1018	0	NA	NA	NA	NA	NA	NA
r_1019	0	NA	NA	NA	-6.899125164	3.770240564	1
r_1020	0	NA	NA	NA	1.529676427	1.942274191	1
r_1021	0	NA	NA	NA	NA	NA	NA
r_1022	0	NA	NA	NA	NA	NA	NA
r_1023	1	NA	NA	NA	-312.5721713	2.449489743	1
r_1024	0	-4.86776339	1.414213562	1	-4.86776339	1.414213562	1
r_1025	0	NA	NA	NA	-4.86776339	1.414213562	1
r_1026	0	NA	NA	NA	11.84451339	2.721218394	1
r_1027	0	NA	NA	NA	-26.40508984	3.20924544	1
r_1028	1	-55.91907162	4.163154134	1	NA	NA	NA
r_1029	1	-55.91907162	4.163154134	1	NA	NA	NA
r_1030	0	NA	NA	NA	-25.26652289	3.01499586	1
r_1031	0	NA	NA	NA	NA	NA	NA
r_1032	1	-50.149025	3.547531369	1	-50.149025	3.547531369	1
r_1033	0	NA	NA	NA	NA	NA	NA
r_1034	0	NA	NA	NA	NA	NA	NA
r_1035	0	-1.072682582	1.746473502	0	-1.072682582	1.746473502	0
r_1036	0	NA	NA	NA	-9.180010961	2.442300573	0
r_1037	0	NA	NA	NA	-15.14003748	2.442300573	0
r_1038	0	NA	NA	NA	-11.67915128	3.140522254	1
r_1039	0	NA	NA	NA	NA	NA	NA
r_1040	0	NA	NA	NA	NA	NA	NA
r_1041	0	6.017883915	0.895019343	0	NA	NA	NA
r_1042	0	NA	NA	NA	-30.14327069	4.045229344	1
r_1043	0	NA	NA	NA	NA	NA	NA
r_1044	1	-62.31661968	6.701785102	1	NA	NA	NA
r_1045	1	-62.31661968	6.701785102	1	NA	NA	NA
r_1046	0	NA	NA	NA	NA	NA	NA
r_1047	0	NA	NA	NA	NA	NA	NA
r_1048	0	NA	NA	NA	NA	NA	NA
r_1049	0	NA	NA	NA	NA	NA	NA
r_1050	0	NA	NA	NA	-1.69198727	2.570477725	0
r_1051	0	NA	NA	NA	-1.69198727	2.570477725	0
r_1052	0	NA	NA	NA	-1.69198727	2.570477725	0
r_1053	1	-91.00773412	6.317351481	1	NA	NA	NA
r_1054	1	-91.00773412	6.317351481	1	NA	NA	NA
r_1055	0	NA	NA	NA	NA	NA	NA
r_1056	0	NA	NA	NA	NA	NA	NA
r_1057	0	0	0	NA	0	0	0
r_1058	0	0	0	0	0	0	0
r_1059	0	NA	NA	NA	-0.28400793	7.436532721	0
r_1060	0	NA	NA	NA	-0.28400793	7.436532721	0
r_1061	0	-20.06890192	7.202873967	1	-20.06890192	7.202873967	1
r_1062	0	NA	NA	NA	NA	NA	NA
r_1063	0	-24.84072863	3.661270794	1	NA	NA	NA
r_1064	0	-20.352569655	7.111842743	1	NA	NA	NA
r_1065	0	-20.352569655	7.111842743	1	-19.54441018	7.111842743	1
r_1066	0	NA	NA	NA	36.38895169	5.182968045	0
r_1067	0	NA	NA	NA	36.38895169	5.182968045	0
r_1068	0	NA	NA	NA	0	1e+06	1
r_1069	0	0	1e+06	1	NA	NA	NA
r_1070	0	0	1e+06	1	0	1e+06	1
r_1071	0	NA	NA	NA	NA	NA	NA
r_1072	0	3.192311483	1.211026432	1	3.192311483	1.211026432	1
r_1073	0	NA	NA	NA	-2.558797848	3.943626492	0
r_1074	0	NA	NA	NA	-2.558797848	3.943626492	0
r_1075	0	-9.842880306	4.648447033	1	NA	NA	NA
r_1076	0	-9.842880306	4.648447033	1	NA	NA	NA
r_1077	0	NA	NA	NA	NA	NA	NA
r_1078	0	NA	NA	NA	NA	NA	NA
r_1079	0	NA	NA	NA	NA	NA	NA
r_1080	0	NA	NA	NA	NA	NA	NA
r_1081	0	-20.386827	4.006023058	1	NA	NA	NA
r_1082	0	NA	NA	NA	-27.72094414	2.471802142	1
r_1083	0	NA	NA	NA	NA	NA	NA
r_1084	0	NA	NA	NA	NA	NA	NA
r_1085	0	NA	NA	NA	NA	NA	NA
r_1086	0	NA	NA	NA	NA	NA	NA
r_1087	0	NA	NA	NA	NA	NA	NA
r_1088	0	NA	NA	NA	NA	NA	NA
r_1089	0	NA	NA	NA	NA	NA	NA
r_1090	0	NA	NA	NA	NA	NA	NA
r_1091	0	NA	NA	NA	0	0	0
r_1092	0	NA	NA	NA	NA	NA	NA
r_1093	0	NA	NA	NA	NA	NA	NA
r_1094	0	NA	NA	NA	0	0	0
r_1095	0	NA	NA	NA	NA	NA	NA
r_1096	0	NA	NA	NA	NA	NA	NA
r_1097	0	NA	NA	NA	NA	NA	NA
r_1098	0	NA	NA	NA	NA	NA	NA
r_1099	0	NA	NA	NA	0	0	0
r_1100	0	NA	NA	NA	0	0	0
r_1101	0	NA	NA	NA	NA	NA	NA
r_1102	0	NA	NA	NA	NA	NA	NA
r_1103	0	NA	NA	NA	NA	NA	NA
r_1104	0	NA	NA	NA	NA	NA	NA
r_1105	0	NA	NA	NA	NA	NA	NA
r_1106	0	NA	NA	NA	NA	NA	NA
r_1107	0	NA	NA	NA	0	0	0
r_1108	0	NA	NA	NA	0	0	0
r_1109	0	NA	NA	NA	NA	NA	NA
r_1110	0	NA	NA	NA	NA	NA	NA
r_1111	0	NA	NA	NA	NA	NA	NA
r_1112	0	NA	NA	NA	NA	NA	NA
r_1113	0	NA	NA	NA	NA	NA	NA
r_1114	0	NA	NA	NA	NA	NA	NA
r_1115	0	NA	NA	NA	NA	NA	NA
r_1116	0	NA	NA	NA	NA	NA	NA
r_1117	0	NA	NA	NA	NA	NA	NA
r_1118	0	NA	NA	NA	NA	NA	NA
r_1119	0	NA	NA	NA	NA	NA	NA
r_1120	0	NA	NA	NA	NA	NA	NA
r_1121	0	NA	NA	NA	NA	NA	NA
r_1122	0	NA	NA	NA	NA	NA	NA
r_1123	0	NA	NA	NA	NA	NA	NA
r_1124	0	NA	NA	NA	0	0	0
r_1125	0	NA	NA	NA	0	0	1
r_1126	0	NA	NA	NA	NA	NA	NA
r_1127	0	NA	NA	NA	NA	NA	NA
r_1128	0	NA	NA	NA	NA	NA	NA
r_1129	0	NA	NA	NA	NA	NA	NA
r_1130	0	NA	NA	NA	NA	NA	NA
r_1131	0	NA	NA	NA	NA	NA	NA
r_1132	0	NA	NA	NA	NA	NA	NA
r_1133	0	NA	NA	NA	NA	NA	NA
r_1134	0	NA	NA	NA	0	0	0
r_1135	0	NA	NA	NA	0	0	0
r_1136	0	NA	NA	NA	0	0	0
r_1137	0	NA	NA	NA	0	0	0
r_1138	0	NA	NA	NA	0	0	0
r_1139	0	NA	NA	NA	0	0	0
r_1140	0	NA	NA	NA	0	0	0
r_1141	0	NA	NA	NA	NA	NA	NA
r_1142	0	NA	NA	NA	NA	NA	NA
r_1143	0	NA	NA	NA	0	0	0
r_1144	0	NA	NA	NA	0	0	0
r_1145	0	NA	NA	NA	NA	NA	NA
r_1146	0	NA	NA	NA	0	0	NA
r_1147	0	NA	NA	NA	NA	NA	NA
r_1148	0	NA	NA	NA	NA	NA	NA
r_1149	0	NA	NA	NA	NA	NA	NA
r_1150	0	NA	NA	NA	NA	NA	NA
r_1151	0	NA	NA	NA	NA	NA	NA
r_1152	0	NA	NA	NA	0	0	0
r_1153	0	NA	NA	NA	NA	NA	NA
r_1154	0	NA	NA	NA	0	0	0
r_1155	0	NA	NA	NA	NA	NA	NA
r_1156	0	NA	NA	NA	0	0	0
r_1157	0	NA	NA	NA	0	0	0
r_1158	0	NA	NA	NA	0	0	0
r_1159	0	NA	NA	NA	0	0	0
r_1160	0	NA	NA	NA	NA	NA	NA
r_1161	0	NA	NA	NA	0	0	1
r_1162	0	NA	NA	NA	0	0	0
r_1163	0	NA	NA	NA	0	0	1
r_1164	0	NA	NA	NA	NA	NA	NA
r_1165	0	NA	NA	NA	NA	NA	NA
r_1166	0	NA	NA	NA	NA	NA	NA
r_1167	0	NA	NA	NA	NA	NA	NA
r_1168	0	NA	NA	NA	NA	NA	NA
r_1169	0	NA	NA	NA	NA	NA	NA
r_1170	0	NA	NA	NA	NA	NA	NA
r_1171	0	NA	NA	NA	NA	NA	NA
r_1172	0	NA	NA	NA	0	0	NA
r_1173	0	NA	NA	NA	NA	NA	NA
r_1174	0	NA	NA	NA	NA	NA	NA
r_1175	0	NA	NA	NA	NA	NA	NA
r_1176	0	NA	NA	NA	NA	NA	NA
r_1177	0	NA	NA	NA	NA	NA	NA
r_1178	0	NA	NA	NA	NA	NA	NA
r_1179	0	NA	NA	NA	0	0	0
r_1180	0	NA	NA	NA	0	0	1
r_1181	0	NA	NA	NA	NA	NA	NA
r_1182	0	NA	NA	NA	NA	NA	NA
r_1183	0	NA	NA	NA	NA	NA	NA
r_1184	0	NA	NA	NA	NA	NA	NA
r_1185	0	NA	NA	NA	NA	NA	NA
r_1186	0	NA	NA	NA	NA	NA	NA
r_1187	0	NA	NA	NA	0	0	0
r_1188	0	NA	NA	NA	0	0	0
r_1189	0	NA	NA	NA	0	0	0
r_1190	0	NA	NA	NA	0	0	0
r_1191	0	NA	NA	NA	0	0	0
r_1192	0	NA	NA	NA	0	0	0
r_1193	0	NA	NA	NA	0	0	0
r_1194	0	NA	NA	NA	0	0	0
r_1195	0	NA	NA	NA	NA	NA	NA
r_1196	0	NA	NA	NA	NA	NA	NA
r_1197	0	NA	NA	NA	NA	NA	NA
r_1198	0	NA	NA	NA	NA	NA	NA
r_1199	0	NA	NA	NA	NA	NA	NA
r_1200	0	NA	NA	NA	0	0	NA
r_1201	0	NA	NA	NA	0	0	1
r_1202	0	NA	NA	NA	0	0	0
r_1203	0	NA	NA	NA	NA	NA	NA
r_1204	0	NA	NA	NA	NA	NA	NA
r_1205	0	NA	NA	NA	0	0	1
r_1206	0	NA	NA	NA	0	0	0
r_1207	0	NA	NA	NA	0	0	0
r_1208	0	NA	NA	NA	0	0	0
r_1209	0	NA	NA	NA	NA	NA	NA
r_1210	0	NA	NA	NA	NA	NA	NA
r_1211	0	NA	NA	NA	0	0	NA
r_1212	0	NA	NA	NA	0	0	0
r_1213	0	NA	NA	NA	NA	NA	NA
r_1214	0	NA	NA	NA	NA	NA	NA
r_1215	0	NA	NA	NA	NA	NA	NA
r_1216	0	NA	NA	NA	0	0	1
r_1217	0	NA	NA	NA	0	0	1
r_1218	0	NA	NA	NA	0	0	1
r_1219	0	NA	NA	NA	0	0	1
r_1220	0	NA	NA	NA	0	0	1
r_1221	0	NA	NA	NA	NA	NA	NA
r_1222	0	NA	NA	NA	NA	NA	NA
r_1223	0	NA	NA	NA	NA	NA	NA
r_1224	0	NA	NA	NA	NA	NA	NA
r_1225	0	NA	NA	NA	NA	NA	NA
r_1226	0	NA	NA	NA	NA	NA	NA
r_1227	0	NA	NA	NA	NA	NA	NA
r_1228	0	NA	NA	NA	NA	NA	NA
r_1229	0	NA	NA	NA	NA	NA	NA
r_1230	0	NA	NA	NA	NA	NA	NA
r_1231	0	NA	NA	NA	NA	NA	NA
r_1232	0	NA	NA	NA	NA	NA	NA
r_1233	0	NA	NA	NA	NA	NA	NA
r_1234	0	NA	NA	NA	NA	NA	NA
r_1235	0	NA	NA	NA	0	0	0
r_1236	0	NA	NA	NA	NA	NA	NA
r_1237	0	NA	NA	NA	0	0	0
r_1238	0	NA	NA	NA	NA	NA	NA
r_1239	0	NA	NA	NA	NA	NA	NA
r_1240	0	NA	NA	NA	NA	NA	NA
r_1241	0	NA	NA	NA	NA	NA	NA
r_1242	0	NA	NA	NA	NA	NA	NA
r_1243	0	NA	NA	NA	NA	NA	NA
r_1244	0	NA	NA	NA	NA	NA	NA
r_1245	0	NA	NA	NA	NA	NA	NA
r_1246	0	NA	NA	NA	NA	NA	NA
r_1247	0	NA	NA	NA	0	0	0
r_1248	0	NA	NA	NA	0	0	0
r_1249	0	NA	NA	NA	0	0	0
r_1250	0	NA	NA	NA	NA	NA	NA
r_1251	0	NA	NA	NA	NA	NA	NA
r_1252	0	NA	NA	NA	NA	NA	NA
r_1253	0	NA	NA	NA	NA	NA	NA
r_1254	0	NA	NA	NA	NA	NA	NA
r_1255	0	NA	NA	NA	0	0	0
r_1256	0	NA	NA	NA	NA	NA	NA
r_1257	0	NA	NA	NA	0	0	1
r_1258	0	NA	NA	NA	NA	NA	NA
r_1259	0	NA	NA	NA	0	0	1
r_1260	0	NA	NA	NA	NA	NA	NA
r_1261	0	NA	NA	NA	NA	NA	NA
r_1262	0	NA	NA	NA	NA	NA	NA
r_1263	0	NA	NA	NA	0	0	0
r_1264	0	NA	NA	NA	0	0	1
r_1265	0	NA	NA	NA	NA	NA	NA
r_1266	0	NA	NA	NA	NA	NA	NA
r_1267	0	NA	NA	NA	NA	NA	NA
r_1268	0	NA	NA	NA	NA	NA	NA
r_1269	0	NA	NA	NA	NA	NA	NA
r_1270	0	NA	NA	NA	NA	NA	NA
r_1271	0	NA	NA	NA	NA	NA	NA
r_1272	0	NA	NA	NA	NA	NA	NA
r_1273	0	NA	NA	NA	NA	NA	NA
r_1274	0	NA	NA	NA	NA	NA	NA
r_1275	0	NA	NA	NA	0	0	1
r_1276	0	NA	NA	NA	NA	NA	NA
r_1277	0	NA	NA	NA	0	0	1
r_1278	0	NA	NA	NA	NA	NA	NA
r_1279	0	NA	NA	NA	NA	NA	NA
r_1280	0	NA	NA	NA	NA	NA	NA
r_1281	0	NA	NA	NA	NA	NA	NA
r_1282	0	NA	NA	NA	NA	NA	NA
r_1283	0	NA	NA	NA	NA	NA	NA
r_1284	0	NA	NA	NA	NA	NA	NA
r_1285	0	NA	NA	NA	0	0	NA
r_1286	0	NA	NA	NA	0	0	NA
r_1287	0	NA	NA	NA	NA	NA	NA
r_1288	0	NA	NA	NA	NA	NA	NA
r_1289	0	NA	NA	NA	0	0	0
r_1290	0	NA	NA	NA	NA	NA	NA
r_1291	0	NA	NA	NA	NA	NA	NA
r_1292	0	NA	NA	NA	0	0	0
r_1293	0	NA	NA	NA	0	0	NA
r_1294	0	NA	NA	NA	0	0	NA
r_1295	0	NA	NA	NA	0	0	0
r_1296	0	NA	NA	NA	0	0	0
r_1297	0	NA	NA	NA	0	0	0
r_1298	0	NA	NA	NA	0	0	0
r_1299	0	NA	NA	NA	0	0	0
r_1300	0	NA	NA	NA	NA	NA	NA
r_1301	0	NA	NA	NA	0	0	0
r_1302	0	NA	NA	NA	0	0	1
r_1303	0	NA	NA	NA	0	0	1
r_1304	0	NA	NA	NA	0	0	0
r_1305	0	NA	NA	NA	0	0	0
r_1306	0	NA	NA	NA	NA	NA	NA
r_1307	0	NA	NA	NA	NA	NA	NA
r_1308	0	NA	NA	NA	NA	NA	NA
r_1309	0	NA	NA	NA	NA	NA	NA
r_1310	0	NA	NA	NA	0	0	0
r_1311	0	NA	NA	NA	0	0	1
r_1312	0	NA	NA	NA	0	0	1
r_1313	0	NA	NA	NA	0	0	1
r_1314	0	NA	NA	NA	0	0	0
r_1315	0	NA	NA	NA	0	0	0
r_1316	0	NA	NA	NA	0	0	0
r_1317	0	NA	NA	NA	0	0	0
r_1318	0	NA	NA	NA	0	0	0
r_1319	0	NA	NA	NA	0	0	0
r_1320	0	NA	NA	NA	0	0	0
r_1321	0	NA	NA	NA	0	0	0
r_1322	0	NA	NA	NA	NA	NA	NA
r_1323	0	NA	NA	NA	0	0	1
r_1324	0	NA	NA	NA	NA	NA	NA
r_1325	0	NA	NA	NA	0	0	0
r_1326	0	NA	NA	NA	0	0	0
r_1327	0	NA	NA	NA	NA	NA	NA
r_1328	0	NA	NA	NA	NA	NA	NA
r_1329	0	NA	NA	NA	NA	NA	NA
r_1330	0	NA	NA	NA	NA	NA	NA
r_1331	0	NA	NA	NA	NA	NA	NA
r_1332	0	NA	NA	NA	0	0	NA
r_1333	0	NA	NA	NA	0	0	NA
r_1334	0	NA	NA	NA	NA	NA	NA
r_1335	0	NA	NA	NA	NA	NA	NA
r_1336	0	NA	NA	NA	0	0	NA
r_1337	0	NA	NA	NA	0	0	NA
r_1338	0	NA	NA	NA	0	0	0
r_1339	0	NA	NA	NA	NA	NA	NA
r_1340	0	NA	NA	NA	NA	NA	NA
r_1341	0	NA	NA	NA	0	0	0
r_1342	0	NA	NA	NA	0	0	0
r_1343	0	NA	NA	NA	0	0	0
r_1344	0	NA	NA	NA	NA	NA	NA
r_1345	0	NA	NA	NA	NA	NA	NA
r_1346	0	NA	NA	NA	0	0	0
r_1347	0	NA	NA	NA	0	0	1
r_1348	0	NA	NA	NA	NA	NA	NA
r_1349	0	NA	NA	NA	NA	NA	NA
r_1350	0	NA	NA	NA	0	0	1
r_1351	0	NA	NA	NA	0	0	1
r_1352	0	NA	NA	NA	0	0	0
r_1353	0	NA	NA	NA	0	0	0
r_1354	0	NA	NA	NA	0	0	0
r_1355	0	NA	NA	NA	0	0	1
r_1356	0	NA	NA	NA	0	0	1
r_1357	0	NA	NA	NA	0	0	NA
r_1358	0	NA	NA	NA	0	0	NA
r_1359	0	NA	NA	NA	NA	NA	NA
r_1360	0	NA	NA	NA	0	0	1
r_1361	0	NA	NA	NA	NA	NA	NA
r_1362	0	NA	NA	NA	NA	NA	NA
r_1363	0	NA	NA	NA	0	0	0
r_1364	0	NA	NA	NA	0	0	0
r_1365	0	NA	NA	NA	NA	NA	NA
r_1366	0	NA	NA	NA	0	0	0
r_1367	0	NA	NA	NA	0	0	0
r_1368	0	NA	NA	NA	NA	NA	NA
r_1369	0	NA	NA	NA	NA	NA	NA
r_1370	0	NA	NA	NA	NA	NA	NA
r_1371	0	NA	NA	NA	NA	NA	NA
r_1372	0	NA	NA	NA	0	0	0
r_1373	0	NA	NA	NA	0	0	0
r_1374	0	NA	NA	NA	0	0	0
r_1375	0	NA	NA	NA	0	0	0
r_1376	0	NA	NA	NA	0	0	0
r_1377	0	NA	NA	NA	0	0	0
r_1378	0	NA	NA	NA	0	0	0
r_1379	0	NA	NA	NA	0	0	0
r_1380	0	NA	NA	NA	0	0	0
r_1381	0	NA	NA	NA	0	0	0
r_1382	0	NA	NA	NA	0	0	0
r_1383	0	NA	NA	NA	0	0	0
r_1384	0	NA	NA	NA	0	0	0
r_1385	0	NA	NA	NA	0	0	1
r_1386	0	NA	NA	NA	0	0	1
r_1387	0	NA	NA	NA	NA	NA	NA
r_1388	0	NA	NA	NA	NA	NA	NA
r_1389	0	NA	NA	NA	0	0	0
r_1390	0	NA	NA	NA	0	0	0
r_1391	0	NA	NA	NA	0	0	0
r_1392	0	NA	NA	NA	0	0	0
r_1393	0	NA	NA	NA	0	0	0
r_1394	0	NA	NA	NA	0	0	0
r_1395	0	NA	NA	NA	NA	NA	NA
r_1396	0	NA	NA	NA	0	0	NA
r_1397	0	NA	NA	NA	0	0	0
r_1398	0	NA	NA	NA	0	0	0
r_1399	0	NA	NA	NA	0	0	0
r_1400	0	NA	NA	NA	0	0	0
r_1401	0	NA	NA	NA	0	0	0
r_1402	0	NA	NA	NA	0	0	0
r_1403	0	NA	NA	NA	NA	NA	NA
r_1404	0	NA	NA	NA	0	0	1
r_1405	0	NA	NA	NA	NA	NA	NA
r_1406	0	NA	NA	NA	NA	NA	NA
r_1407	0	NA	NA	NA	NA	NA	NA
r_1408	0	NA	NA	NA	NA	NA	NA
r_1409	0	NA	NA	NA	NA	NA	NA
r_1410	0	NA	NA	NA	NA	NA	NA
r_1411	0	NA	NA	NA	0	0	0
r_1412	0	NA	NA	NA	NA	NA	NA
r_1413	0	NA	NA	NA	NA	NA	NA
r_1414	0	NA	NA	NA	NA	NA	NA
r_1415	0	NA	NA	NA	NA	NA	NA
r_1416	0	NA	NA	NA	NA	NA	NA
r_1417	0	NA	NA	NA	NA	NA	NA
r_1418	0	NA	NA	NA	NA	NA	NA
r_1419	0	NA	NA	NA	NA	NA	NA
r_1420	0	NA	NA	NA	NA	NA	NA
r_1421	0	NA	NA	NA	NA	NA	NA
r_1422	0	NA	NA	NA	NA	NA	NA
r_1423	0	NA	NA	NA	NA	NA	NA
r_1424	0	NA	NA	NA	NA	NA	NA
r_1425	0	NA	NA	NA	0	0	0
r_1426	0	NA	NA	NA	0	0	NA
r_1427	0	NA	NA	NA	0	0	NA
r_1428	0	NA	NA	NA	NA	NA	NA
r_1429	0	NA	NA	NA	NA	NA	NA
r_1430	0	NA	NA	NA	NA	NA	NA
r_1431	0	NA	NA	NA	NA	NA	NA
r_1432	0	NA	NA	NA	NA	NA	NA
r_1433	0	NA	NA	NA	0	0	0
r_1434	0	NA	NA	NA	0	0	0
r_1435	0	NA	NA	NA	0	0	0
r_1436	0	NA	NA	NA	0	0	0
r_1437	0	NA	NA	NA	NA	NA	NA
r_1438	0	NA	NA	NA	NA	NA	NA
r_1439	0	NA	NA	NA	0	0	0
r_1440	0	NA	NA	NA	NA	NA	NA
r_1441	0	NA	NA	NA	NA	NA	NA
r_1442	0	NA	NA	NA	NA	NA	NA
r_1443	0	NA	NA	NA	NA	NA	NA
r_1444	0	NA	NA	NA	NA	NA	NA
r_1445	0	NA	NA	NA	0	0	0
r_1446	0	NA	NA	NA	NA	NA	NA
r_1447	0	NA	NA	NA	NA	NA	NA
r_1448	0	NA	NA	NA	NA	NA	NA
r_1449	0	NA	NA	NA	NA	NA	NA
r_1450	0	NA	NA	NA	NA	NA	NA
r_1451	0	NA	NA	NA	0	0	1
r_1452	0	NA	NA	NA	NA	NA	NA
r_1453	0	NA	NA	NA	NA	NA	NA
r_1454	0	NA	NA	NA	0	0	0
r_1455	0	NA	NA	NA	0	0	0
r_1456	0	NA	NA	NA	0	0	0
r_1457	0	NA	NA	NA	0	0	0
r_1458	0	NA	NA	NA	0	0	0
r_1459	0	NA	NA	NA	0	0	0
r_1460	0	NA	NA	NA	NA	NA	NA
r_1461	0	NA	NA	NA	0	0	0
r_1462	0	NA	NA	NA	0	0	0
r_1463	0	NA	NA	NA	0	0	0
r_1464	0	NA	NA	NA	NA	NA	NA
r_1465	0	NA	NA	NA	NA	NA	NA
r_1466	0	NA	NA	NA	NA	NA	NA
r_1467	0	NA	NA	NA	NA	NA	NA
r_1468	0	NA	NA	NA	NA	NA	NA
r_1469	0	NA	NA	NA	NA	NA	NA
r_1470	0	NA	NA	NA	NA	NA	NA
r_1471	0	NA	NA	NA	NA	NA	NA
r_1472	0	NA	NA	NA	NA	NA	NA
r_1473	0	NA	NA	NA	NA	NA	NA
r_1474	0	NA	NA	NA	NA	NA	NA
r_1475	0	NA	NA	NA	NA	NA	NA
r_1476	0	NA	NA	NA	0	0	1
r_1477	0	NA	NA	NA	NA	NA	NA
r_1478	0	NA	NA	NA	NA	NA	NA
r_1479	0	NA	NA	NA	0	0	0
r_1480	0	NA	NA	NA	0	0	1
r_1481	0	NA	NA	NA	NA	NA	NA
r_1482	0	NA	NA	NA	0	0	0
r_1483	0	NA	NA	NA	0	0	0
r_1484	0	NA	NA	NA	0	0	0
r_1485	0	NA	NA	NA	NA	NA	NA
r_1486	0	NA	NA	NA	NA	NA	NA
r_1487	0	NA	NA	NA	NA	NA	NA
r_1488	0	NA	NA	NA	NA	NA	NA
r_1489	0	NA	NA	NA	NA	NA	NA
r_1490	0	NA	NA	NA	NA	NA	NA
r_1491	0	NA	NA	NA	NA	NA	NA
r_1492	0	NA	NA	NA	NA	NA	NA
r_1493	0	NA	NA	NA	0	0	1
r_1494	0	NA	NA	NA	0	0	0
r_1495	0	NA	NA	NA	0	0	0
r_1496	0	NA	NA	NA	0	0	0
r_1497	0	NA	NA	NA	0	0	1
r_1498	0	NA	NA	NA	0	0	0
r_1499	0	NA	NA	NA	NA	NA	NA
r_1500	0	NA	NA	NA	NA	NA	NA
r_1501	0	NA	NA	NA	NA	NA	NA
r_1502	0	NA	NA	NA	NA	NA	NA
r_1503	0	NA	NA	NA	0	0	1
r_1504	0	NA	NA	NA	NA	NA	NA
r_1505	0	NA	NA	NA	0	0	0
r_1506	0	NA	NA	NA	NA	NA	NA
r_1507	0	NA	NA	NA	0	0	0
r_1508	0	NA	NA	NA	0	0	0
r_1509	0	NA	NA	NA	0	0	0
r_1510	0	NA	NA	NA	NA	NA	NA
r_1511	0	NA	NA	NA	NA	NA	NA
r_1512	0	NA	NA	NA	NA	NA	NA
r_1513	0	NA	NA	NA	0	0	NA
r_1514	0	NA	NA	NA	0	0	NA
r_1515	0	NA	NA	NA	0	0	1
r_1516	0	NA	NA	NA	0	0	0
r_1517	0	NA	NA	NA	NA	NA	NA
r_1518	0	NA	NA	NA	NA	NA	NA
r_1519	0	NA	NA	NA	0	0	0
r_1520	0	NA	NA	NA	0	0	0
r_1521	0	NA	NA	NA	0	0	0
r_1522	0	NA	NA	NA	0	0	0
r_1523	0	NA	NA	NA	0	0	0
r_1524	0	NA	NA	NA	0	0	0
r_1525	0	NA	NA	NA	0	0	0
r_1526	0	NA	NA	NA	0	0	0
r_1527	0	NA	NA	NA	0	0	NA
r_1528	0	NA	NA	NA	NA	NA	NA
r_1529	0	NA	NA	NA	0	0	NA
r_1530	0	NA	NA	NA	NA	NA	NA
r_1531	0	NA	NA	NA	NA	NA	NA
r_1532	0	NA	NA	NA	0	0	0
r_1533	0	NA	NA	NA	0	0	0
r_1534	0	NA	NA	NA	0	0	0
r_1535	0	NA	NA	NA	NA	NA	NA
r_1536	0	NA	NA	NA	NA	NA	NA
r_1537	0	NA	NA	NA	NA	NA	NA
r_1538	0	NA	NA	NA	NA	NA	NA
r_1539	0	NA	NA	NA	NA	NA	NA
r_1540	0	NA	NA	NA	NA	NA	NA
r_1541	0	NA	NA	NA	NA	NA	NA
r_1542	0	NA	NA	NA	NA	NA	NA
r_1543	0	NA	NA	NA	NA	NA	NA
r_1544	0	NA	NA	NA	NA	NA	NA
r_1545	0	NA	NA	NA	NA	NA	NA
r_1546	0	NA	NA	NA	NA	NA	NA
r_1547	0	NA	NA	NA	NA	NA	NA
r_1548	0	NA	NA	NA	NA	NA	NA
r_1549	0	NA	NA	NA	NA	NA	NA
r_1550	0	NA	NA	NA	NA	NA	NA
r_1551	0	NA	NA	NA	NA	NA	NA
r_1552	0	NA	NA	NA	NA	NA	NA
r_1553	0	NA	NA	NA	NA	NA	NA
